TYPE,SUBLOCALITY,PRICE,PROPERTYSQFT,BEDS,BATH
Co-op for sale,Queens,275000,694.0,1,1.0
Co-op for sale,Brooklyn,595000,1200.0,3,2.0
Co-op for sale,Queens,288000,810.0,2,1.0
Multi-family home for sale,Kings County,980000,2134.0,6,3.0
Co-op for sale,Queens,269000,750.0,1,1.0
House for sale,Bronx,150000,1064.0,3,1.0
Co-op for sale,New York,770000,920.0,2,1.0
Co-op for sale,Queens,199000,600.0,1,1.0
House for sale,Queens,693000,1379.0,4,2.0
Multi-family home for sale,Queens,1150000,2905.0,5,3.0
Co-op for sale,New York,549000,700.0,1,1.0
House for sale,Queens,889000,1260.0,3,2.0
Co-op for sale,Queens,155000,600.0,3,1.0
Co-op for sale,New York,825000,1000.0,2,1.0
Co-op for sale,New York,825000,1000.0,2,1.0
Multi-family home for sale,Queens,697777,1300.0,3,2.0
Co-op for sale,New York,545000,700.0,1,1.0
Multi-family home for sale,Queens,848000,2460.0,5,2.0
Condo for sale,Staten Island,540000,877.0,3,2.0
Co-op for sale,Queens,569000,1350.0,3,2.0
House for sale,Queens,1448000,2046.0,3,2.0
Multi-family home for sale,Bronx,14000000,48000.0,3,2.0
Multi-family home for sale,Kings County,1899000,3375.0,8,4.0
Condo for sale,New York,1479000,1397.0,2,1.0
Co-op for sale,New York,1195000,1120.0,1,2.0
Multi-family home for sale,Kings County,1100000,2664.0,6,3.0
Co-op for sale,New York,399000,675.0,1,1.0
Multi-family home for sale,Queens,889000,2200.0,6,3.0
Co-op for sale,New York,585000,712.0,1,1.0
Co-op for sale,New York,585000,712.0,1,1.0
Multi-family home for sale,Queens,1450000,2681.0,12,6.0
Multi-family home for sale,Queens,779000,1591.0,4,2.0
Co-op for sale,New York,395000,440.0,3,1.0
Multi-family home for sale,Kings County,950000,2134.0,6,3.0
Co-op for sale,New York,365000,900.0,1,1.0
Co-op for sale,The Bronx,199000,925.0,1,1.0
Co-op for sale,New York,1450000,775.0,2,1.0
House for sale,Queens,695000,4000.0,3,2.0
Co-op for sale,Brooklyn,499000,900.0,2,1.0
Multi-family home for sale,Kings County,999000,2700.0,3,6.0
Co-op for sale,Queens,639000,1050.0,3,2.0
Multi-family home for sale,Kings County,999000,2700.0,3,6.0
Co-op for sale,Brooklyn,1099000,900.0,2,1.0
Co-op for sale,New York,475000,450.0,3,1.0
Co-op for sale,Queens,409000,1000.0,2,1.0
Multi-family home for sale,Queens,989000,1480.0,4,4.0
Co-op for sale,New York,285000,550.0,3,1.0
Co-op for sale,New York,3300000,1525.0,2,2.0
Co-op for sale,New York,899000,1000.0,1,2.0
Co-op for sale,New York,1295000,1200.0,2,1.0
Co-op for sale,New York,399000,550.0,3,1.0
Co-op for sale,Queens,225000,750.0,1,1.0
Co-op for sale,Queens,284888,800.0,1,1.0
House for sale,Queens,738000,1648.0,4,2.0
Pending,Brooklyn,400000,1657.0,2,1.0
Co-op for sale,New York,3400000,1965.0,3,3.0
Co-op for sale,Queens,155000,850.0,1,1.0
Co-op for sale,New York,675000,983.0,3,1.0
Multi-family home for sale,Kings County,799000,1750.0,5,2.0
Co-op for sale,Brooklyn,209000,780.0,1,1.0
Multi-family home for sale,Queens,1325000,2340.0,6,5.0
Condo for sale,Queens,1088000,2800.0,4,2.0
Condo for sale,Queens,1088000,2800.0,4,2.0
Condo for sale,New York,1375000,1334.0,2,2.0
Townhouse for sale,Kings County,25000000,3375.0,3,4.0
Townhouse for sale,Bronx,900000,2686.0,4,3.0
Co-op for sale,New York,1295000,1200.0,2,2.0
Co-op for sale,New York,1295000,1200.0,2,2.0
House for sale,Kings County,749000,1806.0,4,2.0
Townhouse for sale,New York,7950000,3397.0,4,4.0
House for sale,Queens,1528000,1596.0,4,2.0
House for sale,Queens,1287777,1750.0,5,2.0
House for sale,Kings County,330000,1200.0,3,1.0
Co-op for sale,Queens,375000,1470.0,1,1.0
Pending,Queens,875000,1900.0,3,2.0
Co-op for sale,Queens,750000,1440.0,3,2.0
Multi-family home for sale,Kings County,1350000,2520.0,3,3.0
Townhouse for sale,New York,27000000,7058.0,5,7.0
Multi-family home for sale,Queens,1200000,5712.0,6,3.0
Multi-family home for sale,Queens,1200000,5712.0,6,3.0
House for sale,Kings County,3595000,5436.0,6,3.0
Co-op for sale,Queens,338000,800.0,1,1.0
Co-op for sale,Queens,339000,910.0,1,1.0
Co-op for sale,Queens,219000,750.0,1,1.0
Co-op for sale,New York,2850000,3200.0,3,2.0
Co-op for sale,Queens,358000,950.0,2,1.0
Co-op for sale,Queens,299000,750.0,1,1.0
House for sale,Kings County,1389000,2322.0,7,2.0
Condo for sale,New York,1395000,1220.0,1,1.0
Co-op for sale,Queens,199000,600.0,1,1.0
Townhouse for sale,Kings County,869000,2000.0,3,2.0
Co-op for sale,New York,325000,622.0,4,1.0
Condo for sale,Queens,759000,1200.0,3,2.0
Co-op for sale,Queens,675000,1400.0,2,1.0
Co-op for sale,Queens,385000,920.0,2,2.0
Co-op for sale,Queens,199000,600.0,1,1.0
Co-op for sale,Queens,670000,1200.0,2,2.0
House for sale,Queens,975000,1776.0,3,2.0
House for sale,Richmond County,799000,1816.0,3,2.0
House for sale,Richmond County,299999,1428.0,3,1.0
Multi-family home for sale,Kings County,1299000,2375.0,5,2.0
Co-op for sale,The Bronx,140000,750.0,1,1.0
Co-op for sale,Queens,279000,800.0,1,1.0
Co-op for sale,Queens,329000,800.0,2,1.0
Multi-family home for sale,Queens,999990,1872.0,6,4.0
Co-op for sale,New York,430000,450.0,3,1.0
Townhouse for sale,Kings County,1335000,1998.0,3,2.0
Co-op for sale,New York,329000,900.0,1,1.0
Co-op for sale,Brooklyn,685000,440.0,1,1.0
Co-op for sale,Queens,189000,600.0,1,1.0
House for sale,Bronx,3999500,1276.0,3,2.0
Co-op for sale,Queens,310000,950.0,2,1.0
Multi-family home for sale,Bronx,1080000,3312.0,8,5.0
Pending,Queens,1425000,1800.0,4,3.0
Co-op for sale,Queens,575000,1069.0,2,2.0
Co-op for sale,New York,850000,1100.0,1,1.0
Townhouse for sale,Kings County,1288000,1998.0,3,2.0
Co-op for sale,New York,999000,1750.0,3,1.0
Co-op for sale,New York,399000,550.0,3,2.0
Co-op for sale,Queens,225000,750.0,1,1.0
Multi-family home for sale,Queens,999999,1155.0,3,2.0
Co-op for sale,Queens,235000,753.0,1,1.0
Co-op for sale,Brooklyn,565000,1100.0,2,1.0
Townhouse for sale,New York,1650000,4900.0,7,6.0
Co-op for sale,New York,1049000,1077.0,2,1.0
Multi-family home for sale,Queens,1199000,5712.0,6,3.0
Pending,Queens,765000,1536.0,4,2.0
Co-op for sale,New York,1049000,1077.0,2,1.0
Multi-family home for sale,Queens,1199000,5712.0,6,3.0
Multi-family home for sale,Queens,999000,1480.0,4,3.0
Multi-family home for sale,Queens,1280000,2538.0,9,6.0
Co-op for sale,New York,995000,1000.0,2,2.0
Co-op for sale,New York,995000,1000.0,2,2.0
Co-op for sale,Queens,569000,1069.0,2,2.0
Co-op for sale,New York,7195000,5500.0,3,4.0
Co-op for sale,Queens,398000,1571.0,3,1.0
Pending,Queens,758888,1536.0,4,2.0
House for sale,Kings County,619999,1200.0,3,2.0
House for sale,Kings County,859000,1656.0,3,2.0
Co-op for sale,Queens,359000,950.0,2,1.0
Co-op for sale,Queens,725000,1700.0,2,2.0
Co-op for sale,Queens,575000,1069.0,2,1.0
Co-op for sale,Queens,239000,801.0,1,1.0
Co-op for sale,New York,900000,940.0,2,2.0
Multi-family home for sale,Queens,2290000,3176.0,4,5.0
House for sale,Queens,998000,1260.0,3,2.0
House for sale,Kings County,1100000,2700.0,3,2.0
Multi-family home for sale,Queens,2198888,5088.0,11,6.0
House for sale,Queens,715000,1400.0,3,2.0
Multi-family home for sale,Queens,949000,1872.0,6,3.0
Co-op for sale,New York,640000,1060.0,2,1.0
Multi-family home for sale,Brooklyn,1299999,1739.0,7,5.0
Pending,Queens,1188000,1550.0,3,2.0
House for sale,Queens,914999,1200.0,4,2.0
Condo for sale,New York,600000,441.0,3,1.0
Multi-family home for sale,Kings County,850000,2080.0,5,3.0
Co-op for sale,New York,400000,550.0,3,1.0
House for sale,Queens,750000,1760.0,3,2.0
Co-op for sale,New York,2250000,1770.0,2,2.0
Co-op for sale,Queens,239900,750.0,1,1.0
Co-op for sale,New York,2500000,3200.0,3,3.0
House for sale,Queens,735000,1302.0,3,2.0
Co-op for sale,New York,1195000,1750.0,3,2.0
Co-op for sale,New York,679000,1000.0,1,1.0
Pending,Queens,859000,1900.0,3,2.0
Co-op for sale,New York,1400000,1250.0,2,2.0
Co-op for sale,New York,799000,950.0,1,1.0
Pending,New York,599000,1111.0,2,3.0
Co-op for sale,New York,2700000,1300.0,2,2.0
Co-op for sale,New York,1695000,2350.0,4,4.0
House for sale,Queens,1390000,2082.0,5,2.0
Multi-family home for sale,Kings County,1249000,2376.0,5,2.0
Condo for sale,New York,1150000,1072.0,2,2.0
House for sale,Queens,769000,1065.0,3,2.0
Multi-family home for sale,Queens,1860000,2100.0,6,4.0
House for sale,Kings County,920000,2828.0,5,4.0
Co-op for sale,New York,435000,475.0,3,1.0
Multi-family home for sale,Queens,2280000,2700.0,6,5.0
House for sale,Kings County,660000,1188.0,3,2.0
Multi-family home for sale,Queens,1250828,2460.0,7,2.0
Co-op for sale,New York,400000,550.0,3,1.0
Multi-family home for sale,Queens,1188888,3100.0,4,2.0
Co-op for sale,Queens,567000,1350.0,3,2.0
Co-op for sale,Queens,189000,500.0,3,1.0
House for sale,Queens,985000,1296.0,3,2.0
Co-op for sale,New York,995000,1300.0,3,2.0
Co-op for sale,New York,3195000,2700.0,4,4.0
Townhouse for sale,Kings County,1995000,2487.0,4,4.0
House for sale,New York,4195000,4480.0,6,6.0
House for sale,New York,950000,791.0,1,1.0
Co-op for sale,New York,2995000,1804.0,2,2.0
Condo for sale,Queens,349980,500.0,3,1.0
Co-op for sale,Queens,189999,600.0,1,1.0
Co-op for sale,Queens,189999,600.0,1,1.0
Condo for sale,Queens,349980,500.0,3,1.0
House for sale,Kings County,2759000,3600.0,6,6.0
Co-op for sale,Queens,399000,650.0,1,1.0
Multi-family home for sale,Brooklyn,1999999,5100.0,12,6.0
Co-op for sale,New York,650000,800.0,1,1.0
Co-op for sale,New York,845000,1100.0,1,1.0
Co-op for sale,New York,415000,766.0,3,1.0
Townhouse for sale,Kings County,4395000,4296.0,5,4.0
Co-op for sale,Queens,315000,850.0,1,1.0
House for sale,Queens,749000,1760.0,3,2.0
Co-op for sale,Brooklyn,1495000,995.0,3,1.0
House for sale,Queens,749000,1760.0,3,2.0
Multi-family home for sale,Kings County,3165000,4164.0,9,5.0
Co-op for sale,The Bronx,205000,1000.0,1,1.0
Condo for sale,Queens,1198000,1330.0,1,2.0
Co-op for sale,New York,625000,650.0,1,1.0
House for sale,Queens,1399000,2082.0,5,4.0
Co-op for sale,Queens,269000,700.0,1,1.0
Co-op for sale,New York,450000,725.0,1,1.0
Condo for sale,New York,1795000,1322.0,2,2.0
Pending,New York,1250000,2000.0,2,2.0
Multi-family home for sale,Brooklyn,1399000,5250.0,13,5.0
Co-op for sale,New York,3600000,2237.0,3,4.0
Co-op for sale,New York,789000,1000.0,2,1.0
House for sale,Queens,569000,1221.0,3,1.0
Condo for sale,Brooklyn,618000,458.0,3,2.0
Multi-family home for sale,Queens,1990000,2880.0,5,5.0
Co-op for sale,New York,550000,700.0,1,1.0
Co-op for sale,The Bronx,279000,900.0,1,1.0
Townhouse for sale,New York,3695000,6201.0,10,8.0
House for sale,New York,680000,721.0,1,1.0
Co-op for sale,Queens,599000,1025.0,2,2.0
Condo for sale,New York,598000,626.0,1,1.0
Co-op for sale,Brooklyn,459000,950.0,1,1.0
Pending,Richmond County,825000,2780.0,5,2.0
Condo for sale,Brooklyn,745000,732.0,2,2.0
Co-op for sale,Queens,440000,1000.0,2,1.0
Land for sale,Richmond County,399900,1352.0,3,2.0
Land for sale,Richmond County,399900,1352.0,3,2.0
Multi-family home for sale,Queens,1150000,3100.0,4,3.0
Co-op for sale,New York,3500000,1965.0,3,2.0
House for sale,New York,849000,2400.0,3,3.0
Condo for sale,Kings County,500000,538.0,1,1.0
Co-op for sale,New York,5500000,3000.0,3,4.0
Co-op for sale,New York,675000,1000.0,1,1.0
Co-op for sale,Brooklyn,850000,800.0,2,2.0
House for sale,Bronx,450000,1122.0,4,3.0
Multi-family home for sale,Queens,950000,1155.0,3,2.0
Condo for sale,Queens,830000,868.0,2,2.0
House for sale,Queens,829000,1273.0,5,4.0
Condo for sale,New York,555000,446.0,3,1.0
House for sale,Queens,888000,1630.0,4,2.0
Multi-family home for sale,Queens,3900000,3184.0,6,3.0
Multi-family home for sale,Kings County,1695000,2160.0,4,2.0
House for sale,Queens,725000,1500.0,5,4.0
Co-op for sale,Queens,940000,1993.0,3,2.0
Co-op for sale,New York,945000,1000.0,2,1.0
Co-op for sale,New York,475000,615.0,1,1.0
House for sale,Queens,1288000,1696.0,3,4.0
Co-op for sale,New York,1450000,1350.0,2,2.0
Co-op for sale,New York,595000,700.0,1,1.0
House for sale,Queens,1288000,1696.0,3,4.0
Co-op for sale,New York,2095000,2400.0,4,4.0
House for sale,Queens,634900,896.0,2,2.0
House for sale,Queens,1950000,1920.0,3,2.0
Co-op for sale,Queens,379000,900.0,2,1.0
Pending,Kings County,199999,1076.0,9,3.0
House for sale,Bronx,699000,2040.0,3,3.0
Co-op for sale,Queens,579000,1069.0,2,1.0
Multi-family home for sale,Kings County,499000,1445.0,3,3.0
Multi-family home for sale,Queens,899000,1480.0,4,3.0
Townhouse for sale,New York,25000000,7110.0,6,6.0
Multi-family home for sale,Queens,899000,1480.0,4,3.0
Co-op for sale,New York,1195000,650.0,2,2.0
Multi-family home for sale,Kings County,1250000,3496.0,6,4.0
Condo for sale,New York,15000000,4017.0,4,4.0
Co-op for sale,Queens,335000,750.0,1,1.0
Co-op for sale,Queens,418000,1000.0,2,1.0
Multi-family home for sale,Queens,1780000,3025.0,10,7.0
Multi-family home for sale,New York,25750000,4230.0,6,6.0
House for sale,Queens,999000,1305.0,4,3.0
Co-op for sale,Queens,215000,713.0,3,1.0
House for sale,Queens,759000,1760.0,3,1.0
Co-op for sale,New York,2795000,3600.0,4,2.0
Co-op for sale,Brooklyn,229000,650.0,1,1.0
Co-op for sale,New York,315000,750.0,2,1.0
Co-op for sale,Queens,225000,750.0,1,1.0
Multi-family home for sale,Queens,1380000,2500.0,5,3.0
Co-op for sale,New York,865000,1100.0,1,1.0
Co-op for sale,New York,865000,1100.0,1,1.0
Co-op for sale,New York,280000,550.0,3,1.0
Pending,Brooklyn,560000,1358.0,2,1.0
Co-op for sale,Queens,198000,600.0,1,1.0
Co-op for sale,Queens,204888,471.0,3,1.0
Multi-family home for sale,Kings County,949000,1660.0,5,4.0
Pending,Queens,1380000,3608.0,6,4.0
House for sale,Queens,849000,1320.0,3,2.0
Multi-family home for sale,Queens,1095000,1155.0,3,2.0
Multi-family home for sale,Queens,720000,1300.0,3,2.0
Co-op for sale,New York,425000,450.0,3,1.0
Pending,Queens,749000,1368.0,3,1.0
Condo for sale,Kings County,1350000,1003.0,2,1.0
Multi-family home for sale,Queens,1699000,2880.0,5,5.0
Co-op for sale,Queens,349999,900.0,1,1.0
House for sale,Queens,425000,1089.0,2,1.0
Pending,Queens,1225000,1800.0,4,2.0
House for sale,Kings County,699000,2835.0,3,3.0
House for sale,Kings County,2399000,2000.0,5,5.0
Townhouse for sale,Kings County,795000,1800.0,5,2.0
Multi-family home for sale,Kings County,750000,1800.0,3,4.0
Townhouse for sale,Kings County,795000,1800.0,5,2.0
Multi-family home for sale,Kings County,750000,1800.0,3,4.0
Co-op for sale,Brooklyn,425000,850.0,2,1.0
House for sale,Queens,450000,1122.0,3,1.0
Co-op for sale,New York,749000,835.0,1,1.0
Multi-family home for sale,Kings County,974998,2000.0,7,2.0
House for sale,Queens,729000,1056.0,3,3.0
Co-op for sale,New York,750000,920.0,2,2.0
House for sale,Kings County,800000,1224.0,3,2.0
Co-op for sale,Brooklyn,289000,1200.0,3,1.0
Co-op for sale,New York,899999,940.0,2,1.0
House for sale,Kings County,625000,1604.0,4,2.0
Pending,New York,749000,630.0,1,1.0
Condo for sale,Manhattan,1065000,1372.0,2,2.0
Co-op for sale,Brooklyn,475000,750.0,1,1.0
House for sale,Queens,998888,1305.0,4,3.0
Pending,Kings County,3250000,6200.0,8,5.0
Townhouse for sale,Queens,1348000,3134.0,5,2.0
Co-op for sale,Queens,465000,1200.0,2,1.0
Co-op for sale,Queens,230000,900.0,1,1.0
Townhouse for sale,New York,4875000,2569.0,3,3.0
Co-op for sale,Queens,539999,1500.0,3,2.0
Pending,New York,399000,1657.0,2,1.0
Co-op for sale,New York,1950000,960.0,2,2.0
Co-op for sale,Queens,240000,950.0,2,1.0
Co-op for sale,Queens,399000,1090.0,2,1.0
House for sale,Bronx,687000,2250.0,2,1.0
Multi-family home for sale,Bronx,825000,3024.0,5,3.0
Co-op for sale,Queens,240000,950.0,2,1.0
House for sale,Queens,1180000,1820.0,4,3.0
Co-op for sale,The Bronx,130000,720.0,1,1.0
House for sale,Queens,849999,1320.0,3,2.0
House for sale,Queens,1275000,1700.0,4,2.0
Pending,Brooklyn,435000,775.0,1,1.0
Co-op for sale,New York,800000,950.0,1,1.0
Co-op for sale,Queens,400000,1000.0,2,1.0
House for sale,Queens,849999,1320.0,3,2.0
Multi-family home for sale,New York,10000000,8900.0,7,8.0
Co-op for sale,Queens,279000,950.0,2,1.0
Townhouse for sale,New York,15995000,5129.0,5,6.0
Multi-family home for sale,Kings County,1850000,3640.0,3,4.0
Multi-family home for sale,Queens,1800000,4539.0,9,7.0
House for sale,Queens,1370000,1596.0,6,3.0
Co-op for sale,New York,360000,850.0,2,1.0
Co-op for sale,Manhattan,1050000,850.0,1,1.0
House for sale,Queens,345000,1601.0,3,1.0
Pending,New York,299000,246.0,3,1.0
House for sale,Queens,715000,1400.0,3,2.0
Townhouse for sale,Brooklyn,600000,1200.0,3,1.0
Co-op for sale,New York,699999,700.0,1,2.0
Co-op for sale,Queens,388000,1100.0,2,1.0
Co-op for sale,Brooklyn,995000,984.0,1,1.0
House for sale,Queens,599999,1152.0,5,4.0
Co-op for sale,New York,300000,800.0,1,1.0
Co-op for sale,New York,875000,1100.0,1,2.0
House for sale,Queens,925000,1070.0,3,2.0
House for sale,Queens,799000,1273.0,5,3.0
Co-op for sale,New York,375000,440.0,3,1.0
House for sale,Queens,925000,1070.0,3,2.0
House for sale,Queens,799000,1273.0,5,3.0
House for sale,Queens,4500000,7723.0,6,4.0
Co-op for sale,Queens,385000,900.0,1,1.0
Co-op for sale,Queens,130000,600.0,3,1.0
Co-op for sale,New York,495000,615.0,1,1.0
Co-op for sale,New York,1274000,1750.0,3,2.0
Co-op for sale,Queens,349000,950.0,2,1.0
House for sale,Kings County,2500000,4600.0,3,5.0
Pending,New York,1250000,1150.0,1,1.0
Co-op for sale,Queens,300000,850.0,1,1.0
Co-op for sale,New York,2695000,3200.0,3,3.0
Co-op for sale,Queens,450000,1200.0,2,2.0
Co-op for sale,New York,699000,700.0,1,1.0
Co-op for sale,Queens,225000,750.0,1,1.0
Co-op for sale,Queens,225000,750.0,1,1.0
Co-op for sale,Queens,255000,750.0,1,1.0
Co-op for sale,Brooklyn,750000,440.0,1,1.0
Pending,New York,729000,1111.0,2,1.0
Multi-family home for sale,Kings County,998500,2700.0,3,2.0
Co-op for sale,New York,595000,700.0,1,2.0
Co-op for sale,New York,675000,1000.0,1,1.0
Co-op for sale,Queens,399999,1000.0,2,1.0
Co-op for sale,New York,3370000,1800.0,2,2.0
House for sale,Queens,1598000,2364.0,4,4.0
Pending,Queens,1098000,1900.0,4,4.0
House for sale,Queens,945000,2100.0,2,2.0
Condo for sale,The Bronx,549000,988.0,2,2.0
Multi-family home for sale,Bronx,969999,3144.0,6,4.0
House for sale,Kings County,1649000,3050.0,8,3.0
Co-op for sale,New York,449000,686.0,2,1.0
Co-op for sale,Queens,294500,980.0,1,1.0
Co-op for sale,New York,449000,686.0,2,1.0
Multi-family home for sale,Queens,1598000,3780.0,7,4.0
Co-op for sale,Queens,208000,550.0,3,1.0
Co-op for sale,Queens,235000,753.0,1,1.0
Co-op for sale,The Bronx,278000,900.0,1,1.0
Co-op for sale,New York,6400000,4200.0,3,4.0
Multi-family home for sale,Queens,1849000,2100.0,6,3.0
House for sale,Bronx,449500,1122.0,3,2.0
Multi-family home for sale,Queens,1250000,1800.0,5,2.0
Co-op for sale,New York,1150000,1120.0,1,1.0
Condo for sale,Queens,825000,1200.0,3,2.0
Townhouse for sale,Kings County,4195000,4296.0,5,4.0
Co-op for sale,Kings County,297000,650.0,1,1.0
House for sale,Bronx,629000,1732.0,4,2.0
Multi-family home for sale,Richmond County,1200000,3720.0,5,2.0
Townhouse for sale,New York,7550000,6060.0,5,5.0
Condo for sale,Queens,399000,391.0,3,1.0
Co-op for sale,Queens,299000,700.0,1,1.0
Multi-family home for sale,Queens,2200000,2700.0,6,6.0
Pending,Kings County,709000,1619.0,3,3.0
Condo for sale,Queens,685000,847.0,2,2.0
Co-op for sale,Brooklyn,1100000,900.0,2,1.0
Condo for sale,Brooklyn,550000,622.0,3,1.0
Condo for sale,New York,7995000,4781.0,3,4.0
Co-op for sale,New York,1425000,1350.0,2,2.0
Multi-family home for sale,Queens,749000,1591.0,4,2.0
Pending,Queens,399000,1341.0,1,1.0
Co-op for sale,New York,1460000,1350.0,2,2.0
Co-op for sale,Queens,269000,590.0,3,1.0
Co-op for sale,Brooklyn,155000,300.0,3,1.0
Co-op for sale,Brooklyn,795000,1043.0,2,1.0
Condo for sale,New York,1100000,988.0,2,2.0
Co-op for sale,New York,280000,1344.0,3,1.0
Co-op for sale,Queens,410000,1000.0,2,2.0
Co-op for sale,New York,6000000,3800.0,4,4.0
Co-op for sale,New York,4650000,2400.0,3,3.0
Pending,Queens,698999,1080.0,3,2.0
Pending,Kings County,5250000,4342.0,4,4.0
Co-op for sale,Queens,269995,700.0,1,1.0
Co-op for sale,New York,4650000,2400.0,3,3.0
Multi-family home for sale,Kings County,6999000,6500.0,6,3.0
Co-op for sale,New York,1398000,1800.0,4,2.0
Co-op for sale,Manhattan,629000,1000.0,1,1.0
Pending,Queens,1098888,2451.0,2,3.0
Co-op for sale,Queens,279000,750.0,1,1.0
Multi-family home for sale,Queens,1325000,2340.0,6,4.0
Co-op for sale,Queens,518000,1100.0,3,2.0
Co-op for sale,Queens,278000,750.0,1,1.0
Co-op for sale,Queens,469000,1200.0,2,1.0
Co-op for sale,Queens,225000,750.0,1,1.0
